customer,st,gender,education,customer_lifetime_value,income,monthly_premium_auto,number_of_open_complaints,policy_type,vehicle_class,total_claim_amount
HX44948,OREGON,M,BACHELOR,575991.08,85448.0,72.0,1/0/00,SPECIAL AUTO,FOUR-DOOR CAR,16.03451
DL36983,OREGON,F,HIGH SCHOOL OR BELOW,849516.42,23791.0,110.0,1/3/00,PERSONAL AUTO,TWO-DOOR CAR,615.27228
XR87264,CALIFORNIA,F,BACHELOR,438118.42,20597.0,112.0,1/0/00,PERSONAL AUTO,FOUR-DOOR CAR,615.256301
NN99001,ARIZONA,F,COLLEGE,699782.74,56940.0,87.0,1/0/00,PERSONAL AUTO,FOUR-DOOR CAR,512.66245
XV95530,OREGON,M,BACHELOR,1143058.85,93210.0,71.0,1/0/00,PERSONAL AUTO,TWO-DOOR CAR,74.523935
OL97871,OREGON,F,BACHELOR,748248.61,48992.0,94.0,1/1/00,PERSONAL AUTO,FOUR-DOOR CAR,426.072946
HQ23708,ARIZONA,F,MASTER,859691.66,53736.0,71.0,1/0/00,PERSONAL AUTO,TWO-DOOR CAR,169.287785
WR63188,ARIZONA,M,COLLEGE,785496.08,25378.0,66.0,1/1/00,PERSONAL AUTO,FOUR-DOOR CAR,419.464143
NG82219,OREGON,F,BACHELOR,258240.85,76731.0,64.0,1/0/00,PERSONAL AUTO,FOUR-DOOR CAR,201.455005
KU29408,WASHINGTON,M,MASTER,907576.82,37722.0,116.0,1/0/00,CORPORATE AUTO,SPORTS CAR,158.077504
RE46783,CALIFORNIA,F,BACHELOR,411858.86,69379.0,103.0,1/0/00,PERSONAL AUTO,TWO-DOOR CAR,494.4
RU94434,OREGON,M,HIGH SCHOOL OR BELOW,1215732.99,57449.0,103.0,1/0/00,PERSONAL AUTO,FOUR-DOOR CAR,494.4
GI82355,ARIZONA,M,BACHELOR,515281.96,0.0,68.0,1/0/00,CORPORATE AUTO,FOUR-DOOR CAR,326.4
VO26340,NEVADA,M,COLLEGE,651297.65,0.0,93.0,1/0/00,PERSONAL AUTO,TWO-DOOR CAR,669.6
NV61299,ARIZONA,F,BACHELOR,2778969.24,33806.0,89.0,1/0/00,CORPORATE AUTO,FOUR-DOOR CAR,395.729716
DX31066,WASHINGTON,F,COLLEGE,266727.0,94041.0,66.0,1/0/00,PERSONAL AUTO,FOUR-DOOR CAR,159.756733
CY50337,OREGON,F,COLLEGE,1092840.71,74965.0,90.0,1/0/00,PERSONAL AUTO,FOUR-DOOR CAR,58.557552
TJ20375,ARIZONA,F,HIGH SCHOOL OR BELOW,761538.13,34095.0,63.0,1/0/00,PERSONAL AUTO,TWO-DOOR CAR,302.4
EP72155,CALIFORNIA,F,COLLEGE,200435.07,0.0,66.0,1/4/00,PERSONAL AUTO,FOUR-DOOR CAR,316.8
JJ76159,CALIFORNIA,M,COLLEGE,243468.12,96045.0,61.0,1/0/00,CORPORATE AUTO,FOUR-DOOR CAR,8.582971
BG15419,NEVADA,F,BACHELOR,1419536.03,86355.0,118.0,1/0/00,PERSONAL AUTO,SPORTS CAR,285.418473
AO74776,CALIFORNIA,F,HIGH SCHOOL OR BELOW,942768.49,27824.0,118.0,1/0/00,PERSONAL AUTO,SUV,566.4
HQ82233,CALIFORNIA,M,HIGH SCHOOL OR BELOW,1198242.09,42995.0,101.0,1/0/00,PERSONAL AUTO,SUV,410.508316
OL72737,OREGON,F,HIGH SCHOOL OR BELOW,310278.95,21235.0,79.0,1/0/00,PERSONAL AUTO,TWO-DOOR CAR,244.23135
ZQ59828,CALIFORNIA,M,HIGH SCHOOL OR BELOW,422263.12,74585.0,106.0,1/0/00,PERSONAL AUTO,SUV,218.598065
NZ15548,OREGON,M,BACHELOR,402381.44,41833.0,103.0,1/0/00,PERSONAL AUTO,FOUR-DOOR CAR,643.826716
XK61304,CALIFORNIA,F,COLLEGE,529715.18,23908.0,70.0,1/0/00,PERSONAL AUTO,FOUR-DOOR CAR,336.0
EJ44139,OREGON,M,BACHELOR,2142363.72,0.0,65.0,1/0/00,PERSONAL AUTO,TWO-DOOR CAR,312.0
CM94425,ARIZONA,M,BACHELOR,441620.62,61953.0,113.0,1/0/00,PERSONAL AUTO,SUV,497.047297
OV54878,CALIFORNIA,M,BACHELOR,463903.52,0.0,142.0,1/0/00,CORPORATE AUTO,SUV,1022.4
JF57282,NEVADA,M,BACHELOR,486354.46,0.0,137.0,1/0/00,PERSONAL AUTO,SUV,657.6
MY37953,ARIZONA,F,BACHELOR,2583090.98,73760.0,107.0,1/1/00,PERSONAL AUTO,SPORTS CAR,230.245772
XP64922,OREGON,F,COLLEGE,297431.49,23333.0,74.0,1/0/00,CORPORATE AUTO,FOUR-DOOR CAR,5.622751
WL65572,CALIFORNIA,M,COLLEGE,206445.88,0.0,61.0,1/0/00,PERSONAL AUTO,FOUR-DOOR CAR,292.8
LN50325,ARIZONA,F,HIGH SCHOOL OR BELOW,1006460.83,20440.0,128.0,1/2/00,CORPORATE AUTO,SPORTS CAR,614.4
HJ15383,WASHINGTON,M,MASTER,803240.19,27658.0,68.0,1/0/00,PERSONAL AUTO,FOUR-DOOR CAR,160.07526
KH59823,CALIFORNIA,M,COLLEGE,548921.41,50943.0,139.0,1/0/00,SPECIAL AUTO,SUV,667.2
YM79169,CALIFORNIA,M,BACHELOR,261275.67,19003.0,71.0,1/0/00,PERSONAL AUTO,TWO-DOOR CAR,34.651305
DR38127,CALIFORNIA,M,COLLEGE,857346.39,46703.0,108.0,1/0/00,PERSONAL AUTO,FOUR-DOOR CAR,678.100487
PU42145,CALIFORNIA,M,BACHELOR,2412750.4,14072.0,71.0,1/0/00,PERSONAL AUTO,FOUR-DOOR CAR,511.2
KM33477,OREGON,M,COLLEGE,855038.66,21733.0,73.0,1/0/00,CORPORATE AUTO,FOUR-DOOR CAR,525.6
RI53167,ARIZONA,M,BACHELOR,230864.8,20811.0,61.0,1/0/00,PERSONAL AUTO,FOUR-DOOR CAR,292.8
OF77789,ARIZONA,F,HIGH SCHOOL OR BELOW,425462.07,11904.0,61.0,1/2/00,PERSONAL AUTO,TWO-DOOR CAR,292.8
YB33445,OREGON,F,COLLEGE,898285.04,43490.0,114.0,1/4/00,CORPORATE AUTO,SUV,174.588413
BA17836,CALIFORNIA,M,HIGH SCHOOL OR BELOW,786816.6,57340.0,67.0,1/0/00,CORPORATE AUTO,FOUR-DOOR CAR,159.391681
JS43228,CALIFORNIA,M,COLLEGE,770424.87,49088.0,97.0,1/0/00,CORPORATE AUTO,FOUR-DOOR CAR,698.4
BB11622,NEVADA,M,MASTER,1055217.0,47761.0,131.0,1/0/00,PERSONAL AUTO,SUV,232.711071
HQ70429,WASHINGTON,F,COLLEGE,1604510.95,0.0,65.0,1/0/00,PERSONAL AUTO,TWO-DOOR CAR,163.046956
WK88044,ARIZONA,M,BACHELOR,873783.75,61281.0,110.0,1/0/00,PERSONAL AUTO,SUV,79.865605
LA80525,NEVADA,M,BACHELOR,545489.07,0.0,82.0,1/1/00,CORPORATE AUTO,TWO-DOOR CAR,393.6
EH16250,ARIZONA,M,BACHELOR,770528.33,25290.0,66.0,1/0/00,PERSONAL AUTO,FOUR-DOOR CAR,382.085897
PU41872,ARIZONA,F,HIGH SCHOOL OR BELOW,703926.24,24239.0,88.0,1/0/00,PERSONAL AUTO,FOUR-DOOR CAR,48.348319
HB85743,CALIFORNIA,M,BACHELOR,883808.56,82664.0,114.0,1/3/00,PERSONAL AUTO,SUV,133.425609
MM71959,ARIZONA,M,BACHELOR,873352.73,83210.0,110.0,1/0/00,PERSONAL AUTO,SPORTS CAR,528.0
MB83663,OREGON,F,BACHELOR,959747.48,38736.0,81.0,1/0/00,PERSONAL AUTO,TWO-DOOR CAR,561.414794
KR43119,CALIFORNIA,M,COLLEGE,450666.02,0.0,66.0,1/0/00,PERSONAL AUTO,FOUR-DOOR CAR,316.8
KH24214,OREGON,M,COLLEGE,1785797.23,55437.0,64.0,1/1/00,PERSONAL AUTO,FOUR-DOOR CAR,445.287788
AC40767,WASHINGTON,M,BACHELORS,249780.82,68041.0,6464.0,1/0/00,PERSONAL AUTO,TWO-DOOR CAR,165.570243
HP55391,OREGON,M,MASTER,542613.62,0.0,71.0,1/0/00,CORPORATE AUTO,FOUR-DOOR CAR,407.99684
EG62398,CALIFORNIA,F,HIGH SCHOOL OR BELOW,799814.38,29066.0,100.0,1/0/00,PERSONAL AUTO,SUV,844.229478
VS19949,NEVADA,M,BACHELOR,289762.07,54337.0,72.0,1/0/00,PERSONAL AUTO,FOUR-DOOR CAR,345.6
AM92343,OREGON,F,HIGH SCHOOL OR BELOW,1159950.22,67616.0,96.0,1/0/00,PERSONAL AUTO,FOUR-DOOR CAR,340.306584
GI68556,CALIFORNIA,F,BACHELOR,1514793.06,41082.0,63.0,1/0/00,PERSONAL AUTO,TWO-DOOR CAR,106.647493
JT11876,WA,F,HIGH SCHOOL OR BELOW,543576.78,0.0,10202.0,1/0/00,PERSONAL AUTO,FOUR-DOOR CAR,626.116259
XR64251,NEVADA,F,MASTER,272535.64,36650.0,69.0,1/1/00,PERSONAL AUTO,FOUR-DOOR CAR,56.60333
MK34957,OREGON,F,COLLEGE,1329771.23,50631.0,112.0,1/4/00,SPECIAL AUTO,SUV,784.65781
GP18756,CALIFORNIA,M,COLLEGE,992704.97,19592.0,92.0,1/0/00,PERSONAL AUTO,FOUR-DOOR CAR,441.6
AP23850,WA,F,HIGH SCHOOL OR BELOW,1777154.9,0.0,114.0,1/0/00,PERSONAL AUTO,TWO-DOOR CAR,547.2
KQ65521,ARIZONA,F,COLLEGE,1826927.02,55761.0,115.0,1/0/00,PERSONAL AUTO,SPORTS CAR,86.27772
EJ19449,CALIFORNIA,F,COLLEGE,272221.07,17576.0,71.0,1/0/00,SPECIAL AUTO,FOUR-DOOR CAR,398.502948
QB70027,CALIFORNIA,F,BACHELOR,708321.24,41449.0,89.0,1/0/00,PERSONAL AUTO,FOUR-DOOR CAR,63.516572
QW47320,CALI,F,BACHELOR,1017971.7,14290.0,271.0,1/0/00,PERSONAL AUTO,LUXURY SUV,1300.8
KH64733,NEVADA,F,COLLEGE,588950.91,62007.0,73.0,1/0/00,PERSONAL AUTO,FOUR-DOOR CAR,120.015609
ON59472,ARIZONA,M,HIGH SCHOOL OR BELOW,1577139.34,21921.0,206.0,1/0/00,CORPORATE AUTO,LUXURY SUV,1254.137899
HP94242,ARIZONA,F,BACHELOR,528817.33,42621.0,66.0,1/0/00,PERSONAL AUTO,FOUR-DOOR CAR,316.8
RV15398,OREGON,M,COLLEGE,2758055.4,0.0,87.0,1/1/00,PERSONAL AUTO,FOUR-DOOR CAR,417.6
EA25683,WA,M,HIGH SCHOOL OR BELOW,777853.23,63786.0,196.0,1/0/00,CORPORATE AUTO,LUXURY SUV,798.002689
PW73754,CALI,F,HIGH SCHOOL OR BELOW,734186.13,0.0,104.0,1/3/00,PERSONAL AUTO,SPORTS CAR,82.041684
MC71942,CALI,F,HIGH SCHOOL OR BELOW,791919.7,82877.0,99.0,1/1/00,PERSONAL AUTO,TWO-DOOR CAR,22.819088
OX72195,ARIZONA,M,COLLEGE,216387.02,0.0,63.0,1/0/00,CORPORATE AUTO,TWO-DOOR CAR,302.4
YQ99152,NEVADA,M,HIGH SCHOOL OR BELOW,978780.88,10475.0,88.0,1/1/00,PERSONAL AUTO,TWO-DOOR CAR,422.4
KI19439,OREGON,F,HIGH SCHOOL OR BELOW,520764.08,21952.0,66.0,1/0/00,PERSONAL AUTO,FOUR-DOOR CAR,316.8
PM76175,OREGON,F,BACHELOR,2114727.72,49721.0,132.0,1/0/00,CORPORATE AUTO,SPORTS CAR,639.971388
US45383,CALI,M,COLLEGE,1228076.66,88340.0,102.0,1/0/00,PERSONAL AUTO,TWO-DOOR CAR,489.6
GT38956,CALI,F,COLLEGE,244139.42,0.0,65.0,1/0/00,PERSONAL AUTO,FOUR-DOOR CAR,312.0
SN41301,OREGON,M,BACHELOR,653556.06,0.0,65.0,1/0/00,CORPORATE AUTO,FOUR-DOOR CAR,468.0
BE62503,WA,F,COLLEGE,920659.83,24589.0,82.0,1/0/00,PERSONAL AUTO,TWO-DOOR CAR,511.497882
PA16884,CALI,F,BACHELOR,411858.86,69379.0,103.0,1/0/00,PERSONAL AUTO,TWO-DOOR CAR,494.4
NC58480,NEVADA,F,BACHELOR,483820.9,73769.0,61.0,1/2/00,PERSONAL AUTO,FOUR-DOOR CAR,239.540223
NS39326,CALI,F,COLLEGE,462554.81,66670.0,114.0,1/0/00,PERSONAL AUTO,SUV,518.180364
PN18507,ARIZONA,M,BACHELOR,1404210.3,88854.0,118.0,1/0/00,PERSONAL AUTO,TWO-DOOR CAR,715.252366
EK91340,OREGON,M,BACHELOR,754661.35,31266.0,193.0,1/0/00,CORPORATE AUTO,LUXURY CAR,926.4
JY16280,CALI,F,HIGH SCHOOL OR BELOW,251459.2,43860.0,65.0,1/0/00,PERSONAL AUTO,FOUR-DOOR CAR,156.124914
ZW71731,CALI,M,BACHELOR,517035.84,89284.0,133.0,1/2/00,CORPORATE AUTO,SUV,402.070719
ZC24631,OREGON,M,COLLEGE,1391737.72,67267.0,89.0,1/0/00,CORPORATE AUTO,FOUR-DOOR CAR,94.814032
YR34689,CALI,F,HIGH SCHOOL OR BELOW,1131813.08,79270.0,95.0,1/3/00,PERSONAL AUTO,FOUR-DOOR CAR,456.0
RT65829,OREGON,M,BACHELOR,427636.36,36692.0,109.0,1/1/00,PERSONAL AUTO,FOUR-DOOR CAR,523.2
BZ12077,OREGON,F,HIGH SCHOOL OR BELOW,432224.03,0.0,119.0,1/0/00,PERSONAL AUTO,SUV,571.2
WM65373,CALI,F,COLLEGE,800230.83,0.0,107.0,1/0/00,CORPORATE AUTO,SUV,513.6
NH35059,NEVADA,M,COLLEGE,388545.64,0.0,105.0,1/0/00,CORPORATE AUTO,FOUR-DOOR CAR,504.0
QD38160,OREGON,M,COLLEGE,447177.82,0.0,135.0,1/0/00,PERSONAL AUTO,SUV,972.0
BM15160,CALI,F,HIGH SCHOOL OR BELOW,849635.28,44624.0,71.0,1/1/00,SPECIAL AUTO,FOUR-DOOR CAR,73.883044
VY79030,ARIZONA,F,COLLEGE,2250088.35,0.0,71.0,1/0/00,CORPORATE AUTO,FOUR-DOOR CAR,340.8
EV19512,NEVADA,F,MASTER,1630196.76,19614.0,85.0,1/0/00,PERSONAL AUTO,TWO-DOOR CAR,574.024018
TE13577,OREGON,F,COLLEGE,231973.59,0.0,64.0,1/0/00,PERSONAL AUTO,FOUR-DOOR CAR,632.715382
WY97929,ARIZONA,M,COLLEGE,871704.98,83846.0,74.0,1/3/00,SPECIAL AUTO,FOUR-DOOR CAR,355.2
YG20683,WA,M,COLLEGE,286011.17,51159.0,72.0,1/0/00,PERSONAL AUTO,FOUR-DOOR CAR,4.238626
FK75497,CALI,M,COLLEGE,245340.83,83772.0,62.0,1/0/00,PERSONAL AUTO,TWO-DOOR CAR,42.248087
NE60110,ARIZONA,M,COLLEGE,598977.39,66839.0,154.0,1/0/00,PERSONAL AUTO,SPORTS CAR,739.2
TN36521,ARIZONA,F,COLLEGE,2498022.55,88440.0,70.0,1/0/00,PERSONAL AUTO,TWO-DOOR CAR,27.145151
HG33568,ARIZONA,F,MASTER,748263.95,25666.0,63.0,1/2/00,PERSONAL AUTO,FOUR-DOOR CAR,270.002766
TW17878,OREGON,F,HIGH SCHOOL OR BELOW,245757.6,52926.0,61.0,1/0/00,PERSONAL AUTO,FOUR-DOOR CAR,292.8
ZO83562,NEVADA,F,BACHELOR,237974.12,0.0,67.0,1/0/00,PERSONAL AUTO,FOUR-DOOR CAR,494.946438
CH97539,WA,F,BACHELOR,828696.44,40001.0,70.0,1/0/00,PERSONAL AUTO,FOUR-DOOR CAR,142.567008
CV29889,CALI,M,COLLEGE,239391.54,0.0,70.0,1/0/00,PERSONAL AUTO,FOUR-DOOR CAR,425.266308
MO33320,OREGON,M,COLLEGE,465715.95,18024.0,65.0,1/0/00,PERSONAL AUTO,TWO-DOOR CAR,312.0
QZ81258,OREGON,F,COLLEGE,1319792.89,0.0,68.0,1/3/00,PERSONAL AUTO,FOUR-DOOR CAR,326.4
NY56352,OREGON,F,BACHELOR,280391.67,23220.0,74.0,1/0/00,PERSONAL AUTO,FOUR-DOOR CAR,251.334247
EA27048,CALI,F,HIGH SCHOOL OR BELOW,864650.41,64125.0,108.0,1/0/00,PERSONAL AUTO,SUV,369.818708
UT38865,OREGON,F,COLLEGE,742587.06,58042.0,62.0,1/0/00,CORPORATE AUTO,FOUR-DOOR CAR,161.419528
QC89139,OREGON,F,HIGH SCHOOL OR BELOW,452873.74,90034.0,112.0,1/0/00,CORPORATE AUTO,SUV,537.6
LA14484,NEVADA,M,HIGH SCHOOL OR BELOW,222707.28,27972.0,61.0,1/0/00,SPECIAL AUTO,FOUR-DOOR CAR,292.8
HN57556,CALI,F,HIGH SCHOOL OR BELOW,729294.88,0.0,65.0,1/0/00,PERSONAL AUTO,FOUR-DOOR CAR,312.0
CV31235,ARIZONA,M,BACHELOR,318435.52,50989.0,80.0,1/0/00,CORPORATE AUTO,FOUR-DOOR CAR,255.999709
WR45726,ARIZONA,F,BACHELOR,1131520.37,11885.0,101.0,1/0/00,SPECIAL AUTO,FOUR-DOOR CAR,484.8
LB25094,CALI,F,BACHELOR,253070.51,89451.0,63.0,1/0/00,SPECIAL AUTO,FOUR-DOOR CAR,61.769564
KW56110,OREGON,M,BACHELOR,1836155.53,0.0,182.0,1/0/00,PERSONAL AUTO,LUXURY CAR,1310.4
XO36233,WA,M,BACHELOR,864153.0,78904.0,109.0,1/0/00,PERSONAL AUTO,SUV,250.001424
ZX86243,ARIZONA,M,DOCTOR,327853.19,70247.0,83.0,1/1/00,PERSONAL AUTO,FOUR-DOOR CAR,141.799422
DW29763,ARIZONA,M,HIGH SCHOOL OR BELOW,527198.21,32653.0,67.0,1/0/00,PERSONAL AUTO,TWO-DOOR CAR,321.6
CT83377,WA,M,HIGH SCHOOL OR BELOW,376363.77,93595.0,97.0,1/4/00,SPECIAL AUTO,FOUR-DOOR CAR,49.797016
OQ90898,CALI,M,MASTER,1395556.96,90279.0,115.0,1/0/00,PERSONAL AUTO,SUV,372.175592
GO77248,OREGON,F,COLLEGE,500152.75,0.0,72.0,1/0/00,PERSONAL AUTO,FOUR-DOOR CAR,542.14385
QW33258,CALI,M,BACHELOR,708283.04,53310.0,189.0,1/3/00,PERSONAL AUTO,LUXURY CAR,1360.8
OU79745,CALI,M,COLLEGE,761948.28,0.0,105.0,1/0/00,PERSONAL AUTO,FOUR-DOOR CAR,504.0
VZ79886,OREGON,F,BACHELOR,1255088.2,22234.0,160.0,1/0/00,PERSONAL AUTO,SUV,768.0
FI92440,WA,F,HIGH SCHOOL OR BELOW,3219660.04,91375.0,99.0,1/0/00,PERSONAL AUTO,TWO-DOOR CAR,72.632934
YG85980,NEVADA,F,HIGH SCHOOL OR BELOW,679377.41,22250.0,86.0,1/0/00,PERSONAL AUTO,TWO-DOOR CAR,720.601429
QM74621,OREGON,M,BACHELOR,527231.97,0.0,80.0,1/0/00,PERSONAL AUTO,FOUR-DOOR CAR,576.0
EI71732,OREGON,F,DOCTOR,626534.33,0.0,84.0,1/1/00,PERSONAL AUTO,FOUR-DOOR CAR,481.025786
VN79010,CALI,F,HIGH SCHOOL OR BELOW,854758.61,51179.0,71.0,1/0/00,CORPORATE AUTO,FOUR-DOOR CAR,466.176731
FI61723,CALI,M,BACHELOR,278742.37,38667.0,72.0,1/0/00,PERSONAL AUTO,FOUR-DOOR CAR,159.266473
OH55411,CALI,F,MASTER,462680.11,79487.0,114.0,1/0/00,CORPORATE AUTO,SUV,547.2
TF10720,NEVADA,F,DOCTOR,866336.4,67763.0,107.0,1/2/00,PERSONAL AUTO,FOUR-DOOR CAR,41.283167
NW30838,NEVADA,M,HIGH SCHOOL OR BELOW,387222.22,0.0,62.0,1/2/00,CORPORATE AUTO,FOUR-DOOR CAR,503.808329
CB58476,OREGON,F,COLLEGE,517081.15,0.0,71.0,1/0/00,CORPORATE AUTO,FOUR-DOOR CAR,859.599411
WI69346,CALI,F,MASTER,896028.02,71943.0,112.0,1/0/00,CORPORATE AUTO,SUV,305.653785
FS76657,OREGON,F,COLLEGE,547183.43,53526.0,68.0,1/0/00,PERSONAL AUTO,FOUR-DOOR CAR,278.902846
YX89016,OREGON,M,COLLEGE,3493100.17,35005.0,295.0,1/0/00,PERSONAL AUTO,LUXURY CAR,1416.0
PK28821,CALI,M,COLLEGE,262039.23,24721.0,67.0,1/0/00,PERSONAL AUTO,FOUR-DOOR CAR,139.963594
MB51200,WA,M,COLLEGE,1906949.95,0.0,102.0,1/2/00,PERSONAL AUTO,FOUR-DOOR CAR,734.4
XG44587,ARIZONA,M,MASTER,575744.23,88997.0,72.0,1/0/00,PERSONAL AUTO,FOUR-DOOR CAR,174.041566
FG91922,ARIZONA,M,MASTER,4022401.36,48587.0,111.0,1/0/00,PERSONAL AUTO,SUV,532.8
OM99303,ARIZONA,F,HIGH SCHOOL OR BELOW,270148.83,76310.0,67.0,1/0/00,PERSONAL AUTO,TWO-DOOR CAR,321.6
RV67546,CALI,M,BACHELOR,371243.05,73205.0,92.0,1/0/00,PERSONAL AUTO,FOUR-DOOR CAR,37.299865
UJ79253,OREGON,F,COLLEGE,2185084.0,51056.0,78.0,1/0/00,PERSONAL AUTO,FOUR-DOOR CAR,95.816516
PN98247,CALI,M,COLLEGE,784016.58,58414.0,210.0,1/2/00,PERSONAL AUTO,LUXURY SUV,1008.0
IB67546,CALI,F,BACHELOR,823703.79,23940.0,107.0,1/0/00,PERSONAL AUTO,SUV,513.6
OE19087,CALI,F,HIGH SCHOOL OR BELOW,224347.39,0.0,62.0,1/0/00,PERSONAL AUTO,FOUR-DOOR CAR,446.4
CM95716,CALI,M,BACHELOR,843446.41,44216.0,71.0,1/0/00,PERSONAL AUTO,FOUR-DOOR CAR,72.205362
MW62634,CALI,M,HIGH SCHOOL OR BELOW,222707.28,27972.0,61.0,1/0/00,CORPORATE AUTO,FOUR-DOOR CAR,292.8
QW67581,ARIZONA,F,HIGH SCHOOL OR BELOW,517002.6,0.0,69.0,1/0/00,PERSONAL AUTO,FOUR-DOOR CAR,331.2
SN16059,CALI,F,MASTER,264144.61,29305.0,66.0,1/0/00,PERSONAL AUTO,FOUR-DOOR CAR,475.2
OE51254,CALI,F,COLLEGE,279068.3,53882.0,69.0,1/0/00,PERSONAL AUTO,FOUR-DOOR CAR,331.2
RM42344,OREGON,M,COLLEGE,274512.98,91757.0,69.0,1/1/00,PERSONAL AUTO,FOUR-DOOR CAR,331.2
GB35238,CALI,F,BACHELOR,757953.27,33906.0,64.0,1/0/00,PERSONAL AUTO,TWO-DOOR CAR,401.592109
ML82674,OREGON,M,BACHELOR,1097878.03,68158.0,139.0,1/1/00,PERSONAL AUTO,SUV,253.183568
EI85244,CALI,M,COLLEGE,825506.01,0.0,134.0,1/3/00,PERSONAL AUTO,SUV,643.2
DE28132,OREGON,M,COLLEGE,474773.46,42165.0,123.0,1/0/00,CORPORATE AUTO,SUV,799.673766
TV25678,WA,M,COLLEGE,354090.43,0.0,101.0,1/0/00,PERSONAL AUTO,SUV,727.2
TY26512,CALI,M,DOCTOR,343613.43,30817.0,88.0,1/0/00,PERSONAL AUTO,FOUR-DOOR CAR,91.834668
OB69153,CALI,M,BACHELOR,258218.53,68074.0,65.0,1/0/00,PERSONAL AUTO,FOUR-DOOR CAR,27.987867
QZ77637,WASHINGTON,F,COLLEGE,1166509.78,84978.0,35353.0,1/1/00,CORPORATE AUTO,FOUR-DOOR CAR,166.77296
XN41715,CALI,F,MASTER,739628.37,71135.0,92.0,1/1/00,PERSONAL AUTO,FOUR-DOOR CAR,270.563995
QR15857,CALI,F,COLLEGE,433079.98,0.0,61.0,1/0/00,PERSONAL AUTO,TWO-DOOR CAR,292.8
FL69363,OREGON,M,MASTER,907576.82,37722.0,116.0,1/0/00,PERSONAL AUTO,SPORTS CAR,158.077504
IS30295,ARIZONA,F,BACHELOR,1463545.16,0.0,139.0,1/0/00,PERSONAL AUTO,SUV,667.2
WA25797,WASHINGTON,MALE,HIGH SCHOOL OR BELOW,856476.82,95697.0,107.0,1/0/00,PERSONAL AUTO,SPORTS CAR,178.006524
NL59519,CALI,F,COLLEGE,1156568.75,64642.0,96.0,1/0/00,PERSONAL AUTO,FOUR-DOOR CAR,404.265696
ZU93025,OREGON,F,COLLEGE,277104.5,50071.0,71.0,1/0/00,PERSONAL AUTO,TWO-DOOR CAR,18.918935
DK94262,OREGON,M,HIGH SCHOOL OR BELOW,850712.88,46754.0,106.0,1/1/00,PERSONAL AUTO,SUV,513.818403
UQ30615,CALI,M,COLLEGE,758211.38,64801.0,64.0,1/0/00,CORPORATE AUTO,FOUR-DOOR CAR,268.471802
OR40060,ARIZONA,M,BACHELOR,332309.25,70410.0,83.0,1/0/00,PERSONAL AUTO,FOUR-DOOR CAR,131.828507
DK32872,NEVADA,F,HIGH SCHOOL OR BELOW,523433.17,66957.0,131.0,1/1/00,PERSONAL AUTO,SUV,628.8
FA46418,NEVADA,F,HIGH SCHOOL OR BELOW,2470959.96,24213.0,78.0,1/1/00,PERSONAL AUTO,FOUR-DOOR CAR,374.4
ER19995,WASHINGTON,F,COLLEGE,1778627.78,99790.0,6464.0,1/0/00,PERSONAL AUTO,FOUR-DOOR CAR,178.986788
KI75855,OREGON,M,MASTER,255122.67,79751.0,63.0,1/0/00,PERSONAL AUTO,TWO-DOOR CAR,392.235698
ND41876,ARIZONA,M,HIGH SCHOOL OR BELOW,724771.37,86122.0,182.0,1/1/00,PERSONAL AUTO,LUXURY SUV,873.6
PN21042,ARIZONA,M,BACHELOR,453884.78,82297.0,116.0,1/0/00,PERSONAL AUTO,SPORTS CAR,0.382107
GJ43254,WASHINGTON,M,COLLEGE,3164210.46,89057.0,98.0,1/0/00,CORPORATE AUTO,TWO-DOOR CAR,187.363583
AL46984,CALI,M,HIGH SCHOOL OR BELOW,873042.2,43259.0,73.0,1/0/00,PERSONAL AUTO,FOUR-DOOR CAR,350.4
JP58047,OREGON,M,COLLEGE,833273.06,0.0,79.0,1/0/00,PERSONAL AUTO,FOUR-DOOR CAR,379.2
ZE85014,CALI,M,COLLEGE,235774.7,25064.0,62.0,1/0/00,PERSONAL AUTO,FOUR-DOOR CAR,297.6
